Действующий;Тип;Название;Город;Индекс;"Индекс RU";"Код страны";Страна;КТА;Превышение;Принадлежность;Международный;Email;Web-сайт;Примечание
Действующий;Вертодром;Первомайская;;HGN3;ХГН3;UU-RUSSIA;Россия;"N51.98100° E045.73045°";201;МО;;;;"Оператор: РВСН."
Действующий;Аэродром;Первомайский;;UWOP;УВОП;UU-RUSSIA;Россия;"N51.89172° E051.64042°";68;ГА;;;;"Оператор: нет данных. Нкр.(200-500)м,  ОПРС: 1205-ЯЖ."
Недействующий;Аэродром;Первомайский;;ZAB8;ЗАБ8;UU-RUSSIA;Россия;"N54.26661° E048.74654°";96;ГА;;;;"Площадка АХР."
Недействующий;Аэродром;Первомайский;;ZC9G;ЗЦ9Г;UU-RUSSIA;Россия;"N55.69960° E102.13040°";425;ГА;;;;Горный.
Действующий;Вертодром;Первомайский;Выселки;HE6G;ХЕ6Г;UU-RUSSIA;Россия;"N45.65667° E039.72492°";0;ГА;;;;"Резиденция губернатора Краснодарского края Ткачева А.Н."
Недействующий;Аэродром;Первомайское;;ZD4L;ЗД4Л;UM-RUSS/BELRS;Беларусь;"N55.81672° E028.02573°";128;ГА;;;;"Площадка АХР."
Действующий;Вертодром;"Первомайское (КС)";;HE7P;ХЕ7П;UU-RUSSIA;Россия;"N53.24532° E040.45698°";156;ГА;;;;"Оператор: компрессорная станция."
Недействующий;Аэродром;Первореченское;;ZAB7;ЗАБ7;UU-RUSSIA;Россия;"N45.14348° E039.30630°";63;ГА;;;;"Площадка АХР. На ВПП обустроено здание. Посадка не возможна."
Действующий;Вертодром;Первоуральск;Первоуральск;HD5L;ХД5Л;UU-RUSSIA;Россия;"N56.87707° E060.00547°";315;АОН;;aerocity2003@yandex.ru;;"Оператор: Уральская вертолетная компания. Заход на посадку по типу ""колодец"", вокруг забор и индустриальные препятствия. Маркирован белой краской."
Действующий;Аэродром;Первушино;;UWUO;УВУО;UU-RUSSIA;Россия;"N54.99835° E055.75222°";91;АОН;;avia-ufa@mail.ru;www.pilotufa.ru;"Базируются: АНО ""Уфимский учебно-методический центр малой авиации"", вертолетный центр ""АэроСоюз-Уфа"", автожирный центр ""Магни Гиро Рус""."
Действующий;Аэродром;"Первый Хомустах";;HE0L;ХЕ0Л;UU-RUSSIA;Россия;"N62.55385° E129.78043°";97;ГА;;;;"Оператор: ООО Авиационное Предприятие  ""Флагман"". Принимает ВС: самолеты до 5700 кг, вертолеты до 13000 кг."
Действующий;Вертодром;Перевальное;;HG7V;ХГ7Ж;UU-RUSSIA;Россия;"N44.85077° E034.32660°";462;МО;;;;"Горный. Оператор: нет данных."
Недействующий;Аэродром;Перевоз;;HBH6;ХБХ6;UU-RUSSIA;Россия;"N58.99900° E116.91883°";340;ГА;;;;Горный.
Недействующий;Вертодром;Перевозная;;HG41;ХГ41;UU-RUSSIA;;"N68.95698° E059.15365°";23;ГА;;;;
Действующий;Вертодром;Переволока;;HG0U;ХГ0У;UM-RUSS/BELRS;Беларусь;"N52.60868° E023.79178°";174;ФСБ;;;;"Оператор: Государственный пограничный комитет РБ."
Действующий;Вертодром;Перегребное;;HAN3;ХАН3;UU-RUSSIA;Россия;"N62.96500° E065.12735°";61;ГА;;;;
Действующий;Вертодром;Передовая;Сызрань;HF6V;ХФ6Ж;UU-RUSSIA;Россия;"N53.37833° E048.30243°";218;ГА;;2011tu@mail.ru;;"Адрес оператора: Самарская область, Ставропольский район, с. Хрящевка, ул. Фермерская, 2. Взлет и посадка в секторе Ам 120º-360º - ЗАПРЕЩЕНЫ. 
"
Действующий;Вертодром;Переезд;Клявлино;HF6C;ХФ6Ц;UU-RUSSIA;Россия;"N54.27430° E052.04683°";250;ГА;;;;"Принадлежит администрации муниципального района ""Клявлинский"". Является приписной площадкой аэропорта Самара (Курумоч)."
Недействующий;Аэродром;Перекатный;;HAQ8;ХАЯ8;UU-RUSSIA;Россия;"N58.48683° E124.35758°";582;ГА;;;;"Горный. ГВПП полностью заросла, для посадки не пригодна."
Действующий;Вертодром;Перекоп;;HGP4;ХГП4;UU-RUSSIA;Россия;"N46.21375° E033.63383°";16;ФСБ;;;;"Оператор: МАПП ""Перекоп""."
Недействующий;Аэродром;Перелешино;;ZD5A;ЗД5А;UU-RUSSIA;Россия;"N51.75915° E040.14548°";171;ГА;;;;
Недействующий;Аэродром;Перелюб;;UWWA;УВВА;UU-RUSSIA;Россия;"N51.83790° E050.34060°";66;ГА;;;;"Бывший аэродром местных воздушных линий. До 1992 г. выполнялись пассажирские рейсы из Саратова на самолётах Л-410. "
Недействующий;Аэродром;Перелюб;;ZBR1;ЗБР1;UK-UKRAINE;Украина;"N51.94800° E032.31520°";163;ГА;;;;"Бывшая площадка АХР. Состояние ВПП не известно."
Недействующий;Аэродром;Перемилово;;ZDG9;ЗДГ9;UU-RUSSIA;Россия;"N56.89112° E041.41880°";100;ГА;;;;"Площадка АХР."
Недействующий;Аэродром;Перемиль;;ZCX5;ЗЦЬ5;UK-UKRAINE;Украина;"N50.38557° E025.14527°";206;ГА;;;;"Площадка АХР."
Действующий;Аэродром;Перемышль;;ZAB4;ЗАБ4;UU-RUSSIA;Россия;"N54.24448° E036.10785°";156;АОН;;finistaero@gmail.com;www.finist-aero.ru;"Бывшая площадка АХР. Оператор: ООО ""Финист-Аэро"". В н.в.  ведутся работы по созданию авиационной инфраструктуры."
Недействующий;Аэродром;Перенятин;;ZB3V;ЗБ3Ж;UK-UKRAINE;Украина;"N50.09663° E025.35093°";242;ГА;;;;"Площадка АХР. К использованию пригодна."
Действующий;Вертодром;Переправа;;HBH7;ХБХ7;UU-RUSSIA;Россия;"N55.67315° E085.16095°";100;МО;;;;"Оператор: полигон СВ."
Недействующий;Аэродром;Перерва;;ZER8;ЗЕР8;UU-RUSSIA;Россия;"N60.00070° E053.31100°";175;ГА;;;;"Бывший аэродром МВЛ. ГВПП не исследована."
Действующий;Вертодром;Переровница;;HG0V;ХГ0Ж;UM-RUSS/BELRS;Беларусь;"N52.66637° E023.86525°";176;ФСБ;;;;"Оператор: Государственный пограничный комитет РБ."
Действующий;Вертодром;Переславль-Залесский;;UUAE;УУАЕ;UU-RUSSIA;Россия;"N56.69165° E038.84300°";200;ГА;;;;"Оператор: компрессорная станция."
Действующий;Вертодром;Переслегино;;HD7M;ХД7М;UU-RUSSIA;Россия;"N56.38813° E030.42098°";155;ГА;;;;"Бывшая площадка АХР. ВП обустроена на брошенной ИВПП."
Действующий;Вертодром;Пересыпь;Одесса;HCQ2;ХЦЯ2;UK-UKRAINE;Украина;"N46.51542° E030.73175°";5;АОН;;;;"Оператор: нет данных."
Действующий;Вертодром;"Переход р. Верхняя Ерга";;HE8V;ХЕ8Ж;UU-RUSSIA;Россия;"N60.73379° E045.40822°";125;ГА;;;;"Используется вертолетами ""Газпромавиа"" и МАРЗ."
Действующий;Вертодром;"Переход реки Сухона";;HE7G;ХЕ7Г;UU-RUSSIA;Россия;"N59.39607° E041.44573°";130;ГА;;;;"Оператор: нет данных. Используется ""Газпромавиа"" и Вологодским АП."
Действующий;Вертодром;"Переход через реку Большая Сыня";;HF15;ХФ15;UU-RUSSIA;Россия;"N65.65818° E057.86775°";57;ГА;;;;"Оператор: нет данных."
Действующий;Вертодром;"Перещепино НПС";;HDH9;ХДХ9;UK-UKRAINE;Украина;"N48.98810° E035.35197°";105;АОН;;;;"Оператор: нефтеперекачивающая станция ""Перещепино""."
Недействующий;Аэродром;Переяславка;;XHHP;ЬХХП;UU-RUSSIA;Россия;"N47.99775° E135.08857°";85;МО;;;;"Оператор: ВВС России. Ранее базировались 300-й апиб и 302-й бап. Нкр.=(600)м. ДПРМ: 402-""ЦЫ"" БПРМ: 820-""Ц""."
Действующий;Вертодром;Переяславка;;HDR3;ХДР3;UU-RUSSIA;Россия;"N47.95578° E135.08465°";65;ГА;;;;
Недействующий;Аэродром;Переясловская;;ZC3W;ЗЦ3В;UU-RUSSIA;Россия;"N45.83420° E039.07677°";32;ГА;;;;"Площадка АХР."
